HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR,dt,h
2021-03-06 08:00:00,2021-03-06 09:00:00,DK2,339.149994,45.610001,2021-03-06,9
2021-03-06 09:00:00,2021-03-06 10:00:00,DK2,296.98999,39.939999,2021-03-06,10
2021-03-06 10:00:00,2021-03-06 11:00:00,DK2,243.669998,32.77,2021-03-06,11
2021-03-06 11:00:00,2021-03-06 12:00:00,DK2,186.190002,25.040001,2021-03-06,12
2021-03-06 12:00:00,2021-03-06 13:00:00,DK2,154.669998,20.799999,2021-03-06,13
2021-03-06 13:00:00,2021-03-06 14:00:00,DK2,143.589996,19.309999,2021-03-06,14
2021-03-06 14:00:00,2021-03-06 15:00:00,DK2,145.669998,19.59,2021-03-06,15
2021-03-06 15:00:00,2021-03-06 16:00:00,DK2,161.880005,21.77,2021-03-06,16
2021-03-06 16:00:00,2021-03-06 17:00:00,DK2,318.329987,42.810001,2021-03-06,17
2021-03-06 17:00:00,2021-03-06 18:00:00,DK2,327.920013,44.099998,2021-03-06,18
2021-03-06 18:00:00,2021-03-06 19:00:00,DK2,370.529999,49.830002,2021-03-06,19
2021-03-06 19:00:00,2021-03-06 20:00:00,DK2,164.559998,22.129999,2021-03-06,20
2021-03-06 20:00:00,2021-03-06 21:00:00,DK2,154.440002,20.77,2021-03-06,21
2021-03-06 21:00:00,2021-03-06 22:00:00,DK2,156.149994,21.0,2021-03-06,22
2021-03-06 22:00:00,2021-03-06 23:00:00,DK2,146.259995,19.67,2021-03-06,23
2021-03-06 23:00:00,2021-03-07 00:00:00,DK2,125.739998,16.91,2021-03-07,0
2021-03-07 00:00:00,2021-03-07 01:00:00,DK2,122.540001,16.48,2021-03-07,1
2021-03-07 01:00:00,2021-03-07 02:00:00,DK2,120.540001,16.209999,2021-03-07,2
2021-03-07 02:00:00,2021-03-07 03:00:00,DK2,124.18,16.700001,2021-03-07,3
2021-03-07 03:00:00,2021-03-07 04:00:00,DK2,132.729996,17.85,2021-03-07,4
2021-03-07 04:00:00,2021-03-07 05:00:00,DK2,148.720001,20.0,2021-03-07,5
2021-03-07 05:00:00,2021-03-07 06:00:00,DK2,151.320007,20.35,2021-03-07,6
2021-03-07 06:00:00,2021-03-07 07:00:00,DK2,155.479996,20.91,2021-03-07,7
2021-03-07 07:00:00,2021-03-07 08:00:00,DK2,265.309998,35.68,2021-03-07,8
2021-03-07 08:00:00,2021-03-07 09:00:00,DK2,279.440002,37.580002,2021-03-07,9
2021-03-07 09:00:00,2021-03-07 10:00:00,DK2,283.529999,38.130001,2021-03-07,10
2021-03-07 10:00:00,2021-03-07 11:00:00,DK2,288.440002,38.790001,2021-03-07,11
2021-03-07 11:00:00,2021-03-07 12:00:00,DK2,286.649994,38.549999,2021-03-07,12
2021-03-07 12:00:00,2021-03-07 13:00:00,DK2,278.98999,37.52,2021-03-07,13
2021-03-07 13:00:00,2021-03-07 14:00:00,DK2,283.380005,38.110001,2021-03-07,14
2021-03-07 14:00:00,2021-03-07 15:00:00,DK2,297.440002,40.0,2021-03-07,15
2021-03-07 15:00:00,2021-03-07 16:00:00,DK2,315.279999,42.400002,2021-03-07,16
2021-03-07 16:00:00,2021-03-07 17:00:00,DK2,354.470001,47.669998,2021-03-07,17
2021-03-07 17:00:00,2021-03-07 18:00:00,DK2,415.220001,55.84,2021-03-07,18
2021-03-07 18:00:00,2021-03-07 19:00:00,DK2,452.920013,60.91,2021-03-07,19
2021-03-07 19:00:00,2021-03-07 20:00:00,DK2,422.140015,56.77,2021-03-07,20
2021-03-07 20:00:00,2021-03-07 21:00:00,DK2,403.549988,54.27,2021-03-07,21
2021-03-07 21:00:00,2021-03-07 22:00:00,DK2,394.100006,53.0,2021-03-07,22
2021-03-07 22:00:00,2021-03-07 23:00:00,DK2,364.279999,48.990002,2021-03-07,23
2021-03-07 23:00:00,2021-03-08 00:00:00,DK2,351.720001,47.299999,2021-03-08,0
2021-03-08 00:00:00,2021-03-08 01:00:00,DK2,338.329987,45.5,2021-03-08,1
2021-03-08 01:00:00,2021-03-08 02:00:00,DK2,330.75,44.48,2021-03-08,2
2021-03-08 02:00:00,2021-03-08 03:00:00,DK2,319.890015,43.02,2021-03-08,3
2021-03-08 03:00:00,2021-03-08 04:00:00,DK2,334.619995,45.0,2021-03-08,4
2021-03-08 04:00:00,2021-03-08 05:00:00,DK2,372.23999,50.060001,2021-03-08,5
2021-03-08 05:00:00,2021-03-08 06:00:00,DK2,475.299988,63.919998,2021-03-08,6
2021-03-08 06:00:00,2021-03-08 07:00:00,DK2,589.440002,79.269997,2021-03-08,7
2021-03-08 07:00:00,2021-03-08 08:00:00,DK2,644.400024,86.660004,2021-03-08,8
2021-03-08 08:00:00,2021-03-08 09:00:00,DK2,517.320007,69.57,2021-03-08,9
2021-03-08 09:00:00,2021-03-08 10:00:00,DK2,441.25,59.34,2021-03-08,10
2021-03-08 10:00:00,2021-03-08 11:00:00,DK2,429.269989,57.73,2021-03-08,11
2021-03-08 11:00:00,2021-03-08 12:00:00,DK2,414.700012,55.77,2021-03-08,12
2021-03-08 12:00:00,2021-03-08 13:00:00,DK2,405.109985,54.48,2021-03-08,13
2021-03-08 13:00:00,2021-03-08 14:00:00,DK2,402.649994,54.150002,2021-03-08,14
2021-03-08 14:00:00,2021-03-08 15:00:00,DK2,412.019989,55.41,2021-03-08,15
2021-03-08 15:00:00,2021-03-08 16:00:00,DK2,436.040009,58.639999,2021-03-08,16
2021-03-08 16:00:00,2021-03-08 17:00:00,DK2,520.51001,70.0,2021-03-08,17
2021-03-08 17:00:00,2021-03-08 18:00:00,DK2,750.059998,100.870003,2021-03-08,18
2021-03-08 18:00:00,2021-03-08 19:00:00,DK2,771.179993,103.709999,2021-03-08,19
2021-03-08 19:00:00,2021-03-08 20:00:00,DK2,492.109985,66.18,2021-03-08,20
2021-03-08 20:00:00,2021-03-08 21:00:00,DK2,439.910004,59.16,2021-03-08,21
2021-03-08 21:00:00,2021-03-08 22:00:00,DK2,422.880005,56.869999,2021-03-08,22
2021-03-08 22:00:00,2021-03-08 23:00:00,DK2,395.140015,53.139999,2021-03-08,23
2021-03-08 23:00:00,2021-03-09 00:00:00,DK2,353.359985,47.52,2021-03-09,0
2021-03-09 00:00:00,2021-03-09 01:00:00,DK2,346.959991,46.66,2021-03-09,1
2021-03-09 01:00:00,2021-03-09 02:00:00,DK2,325.470001,43.77,2021-03-09,2
2021-03-09 02:00:00,2021-03-09 03:00:00,DK2,320.420013,43.09,2021-03-09,3
2021-03-09 03:00:00,2021-03-09 04:00:00,DK2,324.140015,43.59,2021-03-09,4
2021-03-09 04:00:00,2021-03-09 05:00:00,DK2,367.709991,49.450001,2021-03-09,5
2021-03-09 05:00:00,2021-03-09 06:00:00,DK2,458.799988,61.700001,2021-03-09,6
2021-03-09 06:00:00,2021-03-09 07:00:00,DK2,545.799988,73.400002,2021-03-09,7
2021-03-09 07:00:00,2021-03-09 08:00:00,DK2,604.919983,81.349998,2021-03-09,8
2021-03-09 08:00:00,2021-03-09 09:00:00,DK2,539.47998,72.550003,2021-03-09,9
2021-03-09 09:00:00,2021-03-09 10:00:00,DK2,468.619995,63.02,2021-03-09,10
2021-03-09 10:00:00,2021-03-09 11:00:00,DK2,443.929993,59.700001,2021-03-09,11
2021-03-09 11:00:00,2021-03-09 12:00:00,DK2,430.839996,57.939999,2021-03-09,12
2021-03-09 12:00:00,2021-03-09 13:00:00,DK2,419.910004,56.470001,2021-03-09,13
2021-03-09 13:00:00,2021-03-09 14:00:00,DK2,420.059998,56.490002,2021-03-09,14
2021-03-09 14:00:00,2021-03-09 15:00:00,DK2,426.75,57.389999,2021-03-09,15
2021-03-09 15:00:00,2021-03-09 16:00:00,DK2,424.220001,57.049999,2021-03-09,16
2021-03-09 16:00:00,2021-03-09 17:00:00,DK2,483.339996,65.0,2021-03-09,17
2021-03-09 17:00:00,2021-03-09 18:00:00,DK2,686.859985,92.370003,2021-03-09,18
2021-03-09 18:00:00,2021-03-09 19:00:00,DK2,693.780029,93.300003,2021-03-09,19
2021-03-09 19:00:00,2021-03-09 20:00:00,DK2,520.52002,70.0,2021-03-09,20
2021-03-09 20:00:00,2021-03-09 21:00:00,DK2,458.799988,61.700001,2021-03-09,21
2021-03-09 21:00:00,2021-03-09 22:00:00,DK2,433.519989,58.299999,2021-03-09,22
2021-03-09 22:00:00,2021-03-09 23:00:00,DK2,398.350006,53.57,2021-03-09,23
2021-03-09 23:00:00,2021-03-10 00:00:00,DK2,413.220001,55.57,2021-03-10,0
2021-03-10 00:00:00,2021-03-10 01:00:00,DK2,394.480011,53.049999,2021-03-10,1
2021-03-10 01:00:00,2021-03-10 02:00:00,DK2,372.019989,50.029999,2021-03-10,2
2021-03-10 02:00:00,2021-03-10 03:00:00,DK2,364.660004,49.040001,2021-03-10,3
2021-03-10 03:00:00,2021-03-10 04:00:00,DK2,364.359985,49.0,2021-03-10,4
2021-03-10 04:00:00,2021-03-10 05:00:00,DK2,404.440002,54.389999,2021-03-10,5
2021-03-10 05:00:00,2021-03-10 06:00:00,DK2,448.76001,60.349998,2021-03-10,6
2021-03-10 06:00:00,2021-03-10 07:00:00,DK2,689.539978,92.730003,2021-03-10,7
2021-03-10 07:00:00,2021-03-10 08:00:00,DK2,1115.25,149.979996,2021-03-10,8
2021-03-10 08:00:00,2021-03-10 09:00:00,DK2,741.150024,99.669998,2021-03-10,9
2021-03-10 09:00:00,2021-03-10 10:00:00,DK2,528.630005,71.089996,2021-03-10,10
2021-03-10 10:00:00,2021-03-10 11:00:00,DK2,541.789978,72.860001,2021-03-10,11
2021-03-10 11:00:00,2021-03-10 12:00:00,DK2,520.450012,69.989998,2021-03-10,12
2021-03-10 12:00:00,2021-03-10 13:00:00,DK2,350.309998,47.110001,2021-03-10,13
2021-03-10 13:00:00,2021-03-10 14:00:00,DK2,348.670013,46.889999,2021-03-10,14
2021-03-10 14:00:00,2021-03-10 15:00:00,DK2,350.23999,47.099998,2021-03-10,15
2021-03-10 15:00:00,2021-03-10 16:00:00,DK2,364.589996,49.029999,2021-03-10,16
2021-03-10 16:00:00,2021-03-10 17:00:00,DK2,420.279999,56.52,2021-03-10,17
2021-03-10 17:00:00,2021-03-10 18:00:00,DK2,520.73999,70.029999,2021-03-10,18
2021-03-10 18:00:00,2021-03-10 19:00:00,DK2,357.519989,48.080002,2021-03-10,19
2021-03-10 19:00:00,2021-03-10 20:00:00,DK2,334.920013,45.040001,2021-03-10,20
2021-03-10 20:00:00,2021-03-10 21:00:00,DK2,307.549988,41.360001,2021-03-10,21
2021-03-10 21:00:00,2021-03-10 22:00:00,DK2,269.329987,36.220001,2021-03-10,22
2021-03-10 22:00:00,2021-03-10 23:00:00,DK2,181.220001,24.370001,2021-03-10,23
2021-03-10 23:00:00,2021-03-11 00:00:00,DK2,134.369995,18.07,2021-03-11,0
2021-03-11 00:00:00,2021-03-11 01:00:00,DK2,115.040001,15.47,2021-03-11,1
2021-03-11 01:00:00,2021-03-11 02:00:00,DK2,103.739998,13.95,2021-03-11,2
2021-03-11 02:00:00,2021-03-11 03:00:00,DK2,108.050003,14.53,2021-03-11,3
2021-03-11 03:00:00,2021-03-11 04:00:00,DK2,125.82,16.92,2021-03-11,4
2021-03-11 04:00:00,2021-03-11 05:00:00,DK2,147.679993,19.860001,2021-03-11,5
2021-03-11 05:00:00,2021-03-11 06:00:00,DK2,181.220001,24.370001,2021-03-11,6
2021-03-11 06:00:00,2021-03-11 07:00:00,DK2,275.070007,36.990002,2021-03-11,7
2021-03-11 07:00:00,2021-03-11 08:00:00,DK2,279.829987,37.630001,2021-03-11,8
2021-03-11 08:00:00,2021-03-11 09:00:00,DK2,278.640015,37.470001,2021-03-11,9
2021-03-11 09:00:00,2021-03-11 10:00:00,DK2,266.519989,35.84,2021-03-11,10
2021-03-11 10:00:00,2021-03-11 11:00:00,DK2,265.920013,35.759998,2021-03-11,11
2021-03-11 11:00:00,2021-03-11 12:00:00,DK2,274.920013,36.970001,2021-03-11,12
2021-03-11 12:00:00,2021-03-11 13:00:00,DK2,225.100006,30.27,2021-03-11,13
2021-03-11 13:00:00,2021-03-11 14:00:00,DK2,194.910004,26.209999,2021-03-11,14
2021-03-11 14:00:00,2021-03-11 15:00:00,DK2,228.809998,30.77,2021-03-11,15
2021-03-11 15:00:00,2021-03-11 16:00:00,DK2,253.5,34.09,2021-03-11,16
2021-03-11 16:00:00,2021-03-11 17:00:00,DK2,282.799988,38.029999,2021-03-11,17
2021-03-11 17:00:00,2021-03-11 18:00:00,DK2,290.309998,39.040001,2021-03-11,18
2021-03-11 18:00:00,2021-03-11 19:00:00,DK2,267.109985,35.919998,2021-03-11,19
2021-03-11 19:00:00,2021-03-11 20:00:00,DK2,195.570007,26.299999,2021-03-11,20
2021-03-11 20:00:00,2021-03-11 21:00:00,DK2,183.229996,24.639999,2021-03-11,21
2021-03-11 21:00:00,2021-03-11 22:00:00,DK2,167.910004,22.58,2021-03-11,22
2021-03-11 22:00:00,2021-03-11 23:00:00,DK2,123.669998,16.629999,2021-03-11,23
2021-03-11 23:00:00,2021-03-12 00:00:00,DK2,130.960007,17.610001,2021-03-12,0
2021-03-12 00:00:00,2021-03-12 01:00:00,DK2,120.400002,16.190001,2021-03-12,1
2021-03-12 01:00:00,2021-03-12 02:00:00,DK2,119.129997,16.02,2021-03-12,2
2021-03-12 02:00:00,2021-03-12 03:00:00,DK2,121.730003,16.370001,2021-03-12,3
2021-03-12 03:00:00,2021-03-12 04:00:00,DK2,163.75,22.02,2021-03-12,4
2021-03-12 04:00:00,2021-03-12 05:00:00,DK2,190.070007,25.559999,2021-03-12,5
2021-03-12 05:00:00,2021-03-12 06:00:00,DK2,213.199997,28.67,2021-03-12,6
2021-03-12 06:00:00,2021-03-12 07:00:00,DK2,291.359985,39.18,2021-03-12,7
2021-03-12 07:00:00,2021-03-12 08:00:00,DK2,275.890015,37.099998,2021-03-12,8
2021-03-12 08:00:00,2021-03-12 09:00:00,DK2,214.089996,28.790001,2021-03-12,9
2021-03-12 09:00:00,2021-03-12 10:00:00,DK2,214.089996,28.790001,2021-03-12,10
2021-03-12 10:00:00,2021-03-12 11:00:00,DK2,211.940002,28.5,2021-03-12,11
2021-03-12 11:00:00,2021-03-12 12:00:00,DK2,208.139999,27.99,2021-03-12,12
2021-03-12 12:00:00,2021-03-12 13:00:00,DK2,204.199997,27.459999,2021-03-12,13
2021-03-12 13:00:00,2021-03-12 14:00:00,DK2,201.009995,27.030001,2021-03-12,14
2021-03-12 14:00:00,2021-03-12 15:00:00,DK2,200.110001,26.91,2021-03-12,15
2021-03-12 15:00:00,2021-03-12 16:00:00,DK2,209.779999,28.209999,2021-03-12,16
2021-03-12 16:00:00,2021-03-12 17:00:00,DK2,297.380005,39.990002,2021-03-12,17
2021-03-12 17:00:00,2021-03-12 18:00:00,DK2,376.130005,50.580002,2021-03-12,18
2021-03-12 18:00:00,2021-03-12 19:00:00,DK2,392.940002,52.84,2021-03-12,19
2021-03-12 19:00:00,2021-03-12 20:00:00,DK2,282.209991,37.950001,2021-03-12,20
2021-03-12 20:00:00,2021-03-12 21:00:00,DK2,234.690002,31.559999,2021-03-12,21
2021-03-12 21:00:00,2021-03-12 22:00:00,DK2,255.070007,34.299999,2021-03-12,22
2021-03-12 22:00:00,2021-03-12 23:00:00,DK2,243.990005,32.810001,2021-03-12,23
2021-03-12 23:00:00,2021-03-13 00:00:00,DK2,196.559998,26.43,2021-03-13,0
2021-03-13 00:00:00,2021-03-13 01:00:00,DK2,187.339996,25.190001,2021-03-13,1
2021-03-13 01:00:00,2021-03-13 02:00:00,DK2,186.809998,25.120001,2021-03-13,2
2021-03-13 02:00:00,2021-03-13 03:00:00,DK2,187.110001,25.16,2021-03-13,3
2021-03-13 03:00:00,2021-03-13 04:00:00,DK2,189.860001,25.530001,2021-03-13,4
2021-03-13 04:00:00,2021-03-13 05:00:00,DK2,195.520004,26.290001,2021-03-13,5
2021-03-13 05:00:00,2021-03-13 06:00:00,DK2,191.279999,25.719999,2021-03-13,6
2021-03-13 06:00:00,2021-03-13 07:00:00,DK2,197.600006,26.57,2021-03-13,7
2021-03-13 07:00:00,2021-03-13 08:00:00,DK2,211.279999,28.41,2021-03-13,8
2021-03-13 08:00:00,2021-03-13 09:00:00,DK2,215.369995,28.959999,2021-03-13,9
2021-03-13 09:00:00,2021-03-13 10:00:00,DK2,215.600006,28.99,2021-03-13,10
2021-03-13 10:00:00,2021-03-13 11:00:00,DK2,213.589996,28.719999,2021-03-13,11
2021-03-13 11:00:00,2021-03-13 12:00:00,DK2,211.429993,28.43,2021-03-13,12
2021-03-13 12:00:00,2021-03-13 13:00:00,DK2,209.270004,28.139999,2021-03-13,13
2021-03-13 13:00:00,2021-03-13 14:00:00,DK2,204.440002,27.49,2021-03-13,14
2021-03-13 14:00:00,2021-03-13 15:00:00,DK2,204.589996,27.51,2021-03-13,15
2021-03-13 15:00:00,2021-03-13 16:00:00,DK2,211.949997,28.5,2021-03-13,16
2021-03-13 16:00:00,2021-03-13 17:00:00,DK2,275.609985,37.060001,2021-03-13,17
2021-03-13 17:00:00,2021-03-13 18:00:00,DK2,299.190002,40.23,2021-03-13,18
2021-03-13 18:00:00,2021-03-13 19:00:00,DK2,309.450012,41.610001,2021-03-13,19
2021-03-13 19:00:00,2021-03-13 20:00:00,DK2,220.210007,29.610001,2021-03-13,20
2021-03-13 20:00:00,2021-03-13 21:00:00,DK2,210.610001,28.32,2021-03-13,21
2021-03-13 21:00:00,2021-03-13 22:00:00,DK2,203.990005,27.43,2021-03-13,22
2021-03-13 22:00:00,2021-03-13 23:00:00,DK2,193.949997,26.08,2021-03-13,23
2021-03-13 23:00:00,2021-03-14 00:00:00,DK2,208.809998,28.08,2021-03-14,0
2021-03-14 00:00:00,2021-03-14 01:00:00,DK2,208.289993,28.01,2021-03-14,1
2021-03-14 01:00:00,2021-03-14 02:00:00,DK2,205.979996,27.700001,2021-03-14,2
2021-03-14 02:00:00,2021-03-14 03:00:00,DK2,201.300003,27.07,2021-03-14,3
2021-03-14 03:00:00,2021-03-14 04:00:00,DK2,205.679993,27.66,2021-03-14,4
2021-03-14 04:00:00,2021-03-14 05:00:00,DK2,208.580002,28.049999,2021-03-14,5
2021-03-14 05:00:00,2021-03-14 06:00:00,DK2,192.220001,25.85,2021-03-14,6
2021-03-14 06:00:00,2021-03-14 07:00:00,DK2,198.100006,26.639999,2021-03-14,7
2021-03-14 07:00:00,2021-03-14 08:00:00,DK2,210.440002,28.299999,2021-03-14,8
2021-03-14 08:00:00,2021-03-14 09:00:00,DK2,215.279999,28.950001,2021-03-14,9
2021-03-14 09:00:00,2021-03-14 10:00:00,DK2,216.169998,29.07,2021-03-14,10
2021-03-14 10:00:00,2021-03-14 11:00:00,DK2,215.419998,28.969999,2021-03-14,11
2021-03-14 11:00:00,2021-03-14 12:00:00,DK2,213.339996,28.690001,2021-03-14,12
2021-03-14 12:00:00,2021-03-14 13:00:00,DK2,209.399994,28.16,2021-03-14,13
2021-03-14 13:00:00,2021-03-14 14:00:00,DK2,208.809998,28.08,2021-03-14,14
2021-03-14 14:00:00,2021-03-14 15:00:00,DK2,212.300003,28.549999,2021-03-14,15
2021-03-14 15:00:00,2021-03-14 16:00:00,DK2,217.130005,29.200001,2021-03-14,16
2021-03-14 16:00:00,2021-03-14 17:00:00,DK2,259.970001,34.959999,2021-03-14,17
2021-03-14 17:00:00,2021-03-14 18:00:00,DK2,368.160004,49.509998,2021-03-14,18
2021-03-14 18:00:00,2021-03-14 19:00:00,DK2,425.940002,57.279999,2021-03-14,19
2021-03-14 19:00:00,2021-03-14 20:00:00,DK2,334.850006,45.029999,2021-03-14,20
2021-03-14 20:00:00,2021-03-14 21:00:00,DK2,325.399994,43.759998,2021-03-14,21
2021-03-14 21:00:00,2021-03-14 22:00:00,DK2,320.640015,43.119999,2021-03-14,22
2021-03-14 22:00:00,2021-03-14 23:00:00,DK2,288.450012,38.790001,2021-03-14,23
2021-03-14 23:00:00,2021-03-15 00:00:00,DK2,245.089996,32.959999,2021-03-15,0
2021-03-15 00:00:00,2021-03-15 01:00:00,DK2,239.369995,32.189999,2021-03-15,1
2021-03-15 01:00:00,2021-03-15 02:00:00,DK2,238.179993,32.029999,2021-03-15,2
2021-03-15 02:00:00,2021-03-15 03:00:00,DK2,238.550003,32.080002,2021-03-15,3
2021-03-15 03:00:00,2021-03-15 04:00:00,DK2,242.419998,32.599998,2021-03-15,4
2021-03-15 04:00:00,2021-03-15 05:00:00,DK2,307.410004,41.34,2021-03-15,5
2021-03-15 05:00:00,2021-03-15 06:00:00,DK2,413.450012,55.599998,2021-03-15,6
2021-03-15 06:00:00,2021-03-15 07:00:00,DK2,464.529999,62.470001,2021-03-15,7
2021-03-15 07:00:00,2021-03-15 08:00:00,DK2,482.529999,64.889999,2021-03-15,8
2021-03-15 08:00:00,2021-03-15 09:00:00,DK2,457.690002,61.549999,2021-03-15,9
2021-03-15 09:00:00,2021-03-15 10:00:00,DK2,409.359985,55.049999,2021-03-15,10
2021-03-15 10:00:00,2021-03-15 11:00:00,DK2,374.929993,50.419998,2021-03-15,11
2021-03-15 11:00:00,2021-03-15 12:00:00,DK2,356.779999,47.98,2021-03-15,12
2021-03-15 12:00:00,2021-03-15 13:00:00,DK2,336.109985,45.200001,2021-03-15,13
2021-03-15 13:00:00,2021-03-15 14:00:00,DK2,303.170013,40.77,2021-03-15,14
2021-03-15 14:00:00,2021-03-15 15:00:00,DK2,301.160004,40.5,2021-03-15,15
2021-03-15 15:00:00,2021-03-15 16:00:00,DK2,316.850006,42.610001,2021-03-15,16
2021-03-15 16:00:00,2021-03-15 17:00:00,DK2,376.269989,50.599998,2021-03-15,17
2021-03-15 17:00:00,2021-03-15 18:00:00,DK2,472.119995,63.490002,2021-03-15,18
2021-03-15 18:00:00,2021-03-15 19:00:00,DK2,493.01001,66.300003,2021-03-15,19
2021-03-15 19:00:00,2021-03-15 20:00:00,DK2,445.649994,59.93,2021-03-15,20
2021-03-15 20:00:00,2021-03-15 21:00:00,DK2,415.679993,55.900002,2021-03-15,21
2021-03-15 21:00:00,2021-03-15 22:00:00,DK2,377.459991,50.759998,2021-03-15,22
2021-03-15 22:00:00,2021-03-15 23:00:00,DK2,348.459991,46.860001,2021-03-15,23
2021-03-15 23:00:00,2021-03-16 00:00:00,DK2,329.940002,44.369999,2021-03-16,0
2021-03-16 00:00:00,2021-03-16 01:00:00,DK2,324.890015,43.689999,2021-03-16,1
2021-03-16 01:00:00,2021-03-16 02:00:00,DK2,324.959991,43.700001,2021-03-16,2
2021-03-16 02:00:00,2021-03-16 03:00:00,DK2,320.350006,43.080002,2021-03-16,3
2021-03-16 03:00:00,2021-03-16 04:00:00,DK2,327.940002,44.099998,2021-03-16,4
2021-03-16 04:00:00,2021-03-16 05:00:00,DK2,352.480011,47.400002,2021-03-16,5
2021-03-16 05:00:00,2021-03-16 06:00:00,DK2,439.480011,59.099998,2021-03-16,6
2021-03-16 06:00:00,2021-03-16 07:00:00,DK2,492.950012,66.290001,2021-03-16,7
2021-03-16 07:00:00,2021-03-16 08:00:00,DK2,512.5,68.919998,2021-03-16,8
2021-03-16 08:00:00,2021-03-16 09:00:00,DK2,464.690002,62.490002,2021-03-16,9
2021-03-16 09:00:00,2021-03-16 10:00:00,DK2,445.649994,59.93,2021-03-16,10
2021-03-16 10:00:00,2021-03-16 11:00:00,DK2,435.910004,58.619999,2021-03-16,11
2021-03-16 11:00:00,2021-03-16 12:00:00,DK2,407.799988,54.84,2021-03-16,12
2021-03-16 12:00:00,2021-03-16 13:00:00,DK2,357.529999,48.080002,2021-03-16,13
2021-03-16 13:00:00,2021-03-16 14:00:00,DK2,361.470001,48.610001,2021-03-16,14
2021-03-16 14:00:00,2021-03-16 15:00:00,DK2,393.970001,52.98,2021-03-16,15
2021-03-16 15:00:00,2021-03-16 16:00:00,DK2,446.100006,59.990002,2021-03-16,16
2021-03-16 16:00:00,2021-03-16 17:00:00,DK2,490.48999,65.959999,2021-03-16,17
2021-03-16 17:00:00,2021-03-16 18:00:00,DK2,525.73999,70.699997,2021-03-16,18
2021-03-16 18:00:00,2021-03-16 19:00:00,DK2,577.869995,77.709999,2021-03-16,19
2021-03-16 19:00:00,2021-03-16 20:00:00,DK2,456.579987,61.400002,2021-03-16,20
2021-03-16 20:00:00,2021-03-16 21:00:00,DK2,416.5,56.009998,2021-03-16,21
2021-03-16 21:00:00,2021-03-16 22:00:00,DK2,400.660004,53.880001,2021-03-16,22
2021-03-16 22:00:00,2021-03-16 23:00:00,DK2,365.790009,49.189999,2021-03-16,23
2021-03-16 23:00:00,2021-03-17 00:00:00,DK2,343.079987,46.139999,2021-03-17,0
2021-03-17 00:00:00,2021-03-17 01:00:00,DK2,338.100006,45.470001,2021-03-17,1
2021-03-17 01:00:00,2021-03-17 02:00:00,DK2,330.519989,44.450001,2021-03-17,2
2021-03-17 02:00:00,2021-03-17 03:00:00,DK2,330.149994,44.400002,2021-03-17,3
2021-03-17 03:00:00,2021-03-17 04:00:00,DK2,337.51001,45.389999,2021-03-17,4
2021-03-17 04:00:00,2021-03-17 05:00:00,DK2,363.089996,48.830002,2021-03-17,5
2021-03-17 05:00:00,2021-03-17 06:00:00,DK2,400.119995,53.810001,2021-03-17,6
2021-03-17 06:00:00,2021-03-17 07:00:00,DK2,470.01001,63.209999,2021-03-17,7
2021-03-17 07:00:00,2021-03-17 08:00:00,DK2,475.880005,64.0,2021-03-17,8
2021-03-17 08:00:00,2021-03-17 09:00:00,DK2,465.100006,62.549999,2021-03-17,9
2021-03-17 09:00:00,2021-03-17 10:00:00,DK2,427.630005,57.509998,2021-03-17,10
2021-03-17 10:00:00,2021-03-17 11:00:00,DK2,442.940002,59.57,2021-03-17,11
2021-03-17 11:00:00,2021-03-17 12:00:00,DK2,407.630005,54.82,2021-03-17,12
2021-03-17 12:00:00,2021-03-17 13:00:00,DK2,384.350006,51.689999,2021-03-17,13
2021-03-17 13:00:00,2021-03-17 14:00:00,DK2,374.089996,50.310001,2021-03-17,14
2021-03-17 14:00:00,2021-03-17 15:00:00,DK2,371.410004,49.950001,2021-03-17,15
2021-03-17 15:00:00,2021-03-17 16:00:00,DK2,413.720001,55.639999,2021-03-17,16
2021-03-17 16:00:00,2021-03-17 17:00:00,DK2,492.23999,66.199997,2021-03-17,17
2021-03-17 17:00:00,2021-03-17 18:00:00,DK2,578.419983,77.790001,2021-03-17,18
2021-03-17 18:00:00,2021-03-17 19:00:00,DK2,632.030029,85.0,2021-03-17,19
2021-03-17 19:00:00,2021-03-17 20:00:00,DK2,515.150024,69.279999,2021-03-17,20
2021-03-17 20:00:00,2021-03-17 21:00:00,DK2,479.970001,64.550003,2021-03-17,21
2021-03-17 21:00:00,2021-03-17 22:00:00,DK2,464.429993,62.459999,2021-03-17,22
2021-03-17 22:00:00,2021-03-17 23:00:00,DK2,449.559998,60.459999,2021-03-17,23
2021-03-17 23:00:00,2021-03-18 00:00:00,DK2,380.109985,51.119999,2021-03-18,0
2021-03-18 00:00:00,2021-03-18 01:00:00,DK2,368.51001,49.560001,2021-03-18,1
2021-03-18 01:00:00,2021-03-18 02:00:00,DK2,358.179993,48.169998,2021-03-18,2
2021-03-18 02:00:00,2021-03-18 03:00:00,DK2,356.470001,47.939999,2021-03-18,3
2021-03-18 03:00:00,2021-03-18 04:00:00,DK2,349.700012,47.029999,2021-03-18,4
2021-03-18 04:00:00,2021-03-18 05:00:00,DK2,383.160004,51.529999,2021-03-18,5
2021-03-18 05:00:00,2021-03-18 06:00:00,DK2,491.130005,66.050003,2021-03-18,6
2021-03-18 06:00:00,2021-03-18 07:00:00,DK2,588.539978,79.150002,2021-03-18,7
